place_id,name,vicinity,geometry.location.lat,geometry.location.lng,types,rating,user_ratings_total,international_phone_number,website,postal_code,locality,country,country_code
ChIJf6M0r2XvGRMRFDJtZ9qNizA,Parrucchiere Uomo Nicola,"Via Cappuccini, 4, Palermo",38.11121289999999,13.3494202,"['hair_care', 'point_of_interest', 'establishment']",4.1,30.0,,,90129,Palermo,Italy,IT
ChIJ_cJ7XojlGRMR6l9_zd3wAfc,Acconiciature Per Uomo Giuseppe,Italy,38.10836889999999,13.3612817,"['hair_care', 'health', 'point_of_interest', 'establishment']",,,,,90127,Palermo,Italy,IT
ChIJkXI0T_PlGRMR9OLIUa4jHTA,Parrucchieria Sammarco,"Via Vittorio Emanuele, 155, Palermo",38.1174591,13.3655712,"['hair_care', 'point_of_interest', 'establishment']",4.2,42.0,+39 091 331804,https://www.facebook.com/parruccheriasammarco/,90133,Palermo,Italy,IT
ChIJi6ImRjzvGRMRYAh3v74cPKY,L'atelier della Bellezza - Salvino Cataldo - Parrucchieri,"Piazza Castelnuovo, 26/C, Palermo",38.1236158,13.3550416,"['hair_care', 'point_of_interest', 'establishment']",5.0,25.0,+39 091 980 5750,https://www.facebook.com/latelierdellabellezzasalvino,90141,Palermo,Italy,IT
ChIJ2eHz82fvGRMRJ4uwmXh4sUg,Maurizio Oreto Parrucchieri,"Via Imera, 6, Palermo",38.1183898,13.348478,"['hair_care', 'point_of_interest', 'establishment']",4.3,32.0,+39 091 601 4503,,90138,Palermo,Italy,IT
ChIJb16ZEY7lGRMRWkofOeVZRSk,Manzella Giovanni,"Corso dei Mille, 71, Palermo",38.1107838,13.3687504,"['hair_care', 'point_of_interest', 'establishment']",5.0,1.0,+39 091 252 5682,,90123,Palermo,Italy,IT
ChIJX9UpRlnvGRMRBqceF0brlMI,Centro Degradè Joelle Deborah,"Piazza Castelnuovo, 35, Palermo",38.1238692,13.3539267,"['hair_care', 'point_of_interest', 'establishment']",4.5,36.0,+39 091 602 3544,,90141,Palermo,Italy,IT
ChIJ4_IxWn_lGRMR4xASmTkQXSw,MINNELLA ANTONINO ( BARBIERE ),"Via Principe Scordia, 76, Palermo",38.124206,13.3610797,"['hair_care', 'health', 'point_of_interest', 'establishment']",4.9,9.0,+39 338 905 6101,,90139,Palermo,Italy,IT
ChIJ9ZdA4WfvGRMR78MTZkd6uZ0,Parrucchieria Step&simy,"Via Marco Polo, 22, Palermo",38.1175192,13.3475856,"['hair_care', 'point_of_interest', 'establishment']",4.8,5.0,+39 320 017 7230,,90138,Palermo,Italy,IT
ChIJo91tkFjvGRMR2phjFVyKb0k,Cangemi Giuseppa,"Via Riccardo Wagner, 12, Palermo",38.1247572,13.3578993,"['hair_care', 'point_of_interest', 'establishment']",5.0,4.0,+39 091 580161,,90139,Palermo,Italy,IT
ChIJWReIsSTvGRMRF7k0WvjgOAQ,My Room Hair Salon Parrucchiere,"Via Principe di Granatelli, 33, Palermo",38.1239272,13.3582791,"['hair_care', 'point_of_interest', 'establishment']",5.0,94.0,+39 091 276 5380,https://www.facebook.com/myroomhairsalon,90139,Palermo,Italy,IT
ChIJ1ypQRvXlGRMRxNiiktdcc8Q,Hairdressers Hair Team of Capizzi Adriano,"Via Maqueda, 331, Palermo",38.1182437,13.3599583,"['beauty_salon', 'hair_care', 'point_of_interest', 'establishment']",4.5,24.0,+39 338 996 1370,http://parrucchieri-hair-team-di-capizzi-adriano.business.site/,90133,Palermo,Italy,IT
ChIJ8XV78FvvGRMRNWA_gRGFMv4,Giorgio Parrivecchio Parrucchieri Palermo,"Via Narciso Cozzo, 25, Palermo",38.1219212,13.3581148,"['hair_care', 'point_of_interest', 'establishment']",4.4,41.0,+39 091 321759,http://www.gpparrucchieri.it/,90139,Palermo,Italy,IT
ChIJS6M1PLHoGRMRs4A9PXcPzCw,Parrucchieria Filippone Francesca,"Corso Camillo Finocchiaro Aprile, 33, Palermo",38.1190675,13.349817,"['hair_care', 'point_of_interest', 'establishment']",4.7,15.0,+39 091 637 5265,https://m.facebook.com/francesca.filippone.96,90138,Palermo,Italy,IT
